Timestamp,1. What is your age?,2. Gender,3. What is your academic level?,4. What is your field of study?,5. Have you had prior experience with AI tools?,6. How frequently do you use ChatGPT?,7. For what purposes do you primarily use ChatGPT? (Select all that apply),8. How much time do you spend using ChatGPT per week?,9. Do you believe ChatGPT has improved your research efficiency?,10. Has ChatGPT enhanced the quality of your writing?,11. Has ChatGPT increased your understanding of complex concepts?,12. What other benefits have you experienced from using ChatGPT?,13. Do you think you have become overly reliant on ChatGPT?,14. Are you concerned about plagiarism when using ChatGPT?,15. Has using ChatGPT impacted your critical thinking skills?,16. What other drawbacks have you experienced from using ChatGPT? ,17. Has your approach to research changed due to ChatGPT?,18. Has ChatGPT shifted your writing style?,19. Do you find yourself relying more on AI tools since using ChatGPT?,20. What other changes have you noticed in your learning habits?,21. How has ChatGPT influenced your academic performance? 
27/09/2024 00:35:30,19,Male,Undergraduated,Computer Science,Yes,Daily,"Research, Writing, Homework assistance, General knowledge",Less than 1 hour,Agree,Disagree,Agree,,Disagree,Neutral,Agree,,Agree,Agree,Agree,,
27/09/2024 00:39:23,22,Male,Undergraduated,Civil Engineering,Yes,Rarely,"Research, Writing",Less than 1 hour,Neutral,Neutral,Neutral,Nil,Neutral,Neutral,Neutral,Nil,Neutral,Neutral,Neutral,Nil,Nil
27/09/2024 00:52:16,17,Female,Undergraduated,Software Engineering,Yes,Daily,"Research, Writing, Homework assistance, General knowledge",1-3 hours,Agree,Neutral,Agree,It can detect our syntax error if we upload our c++ code on it,Disagree,Neutral,Neutral,Give false information sometimes ,Neutral,Neutral,Agree,I just think about any problem 2 to 3 min then just gpt it,It give immediate result 
27/09/2024 00:57:10,18,Male,Undergraduated,Computer Science,Yes,Daily,Other,4-6 hours,Strongly agree,Strongly agree,Agree,Working with clients,Strongly,Strongly Disagree,Agree,I have became so much reliable ,Neutral,Disagree,Agree,I believe GPT is the way out,Yes
27/09/2024 01:04:57,20,Male,Undergraduated,Computer Science,Yes,Daily,"Research, Writing, Homework assistance, General knowledge",4-6 hours,Agree,Agree,Strongly agree,,Strongly,Agree,Agree,The more reliant we become on these tools the less skillful we are,Agree,Agree,Agree,I seek advice from Chat gpt before starting out with an idea ,"I always ask chat gpt and other AI tools the same question to verify my answer, takes away from the confidence i have in my own abilities "
27/09/2024 01:11:35,18,Male,Undergraduated,Computer Science,Yes,Daily,"Research, Writing, Homework assistance, General knowledge, Other",Less than 1 hour,Strongly agree,Strongly agree,Agree,,Agree,Agree,Agree,,Strongly agree,Strongly Agree,Agree,My confidence on my writings have increased.,We are more relying on it.
27/09/2024 02:10:46,22,Male,Undergraduated,Civil Engineering,Yes,Daily,Other,4-6 hours,Strongly agree,Agree,Strongly agree,Help me with my English language skills ,Agree,Agree,Agree,,Agree,Agree,Disagree,Easy to understand ,
27/09/2024 02:32:01,21,Male,Undergraduated,Computer Science,Yes,Daily,"Research, Writing, Homework assistance, Other",1-3 hours,Strongly agree,Strongly agree,Strongly agree,,Agree,Strongly Disagree,Strongly disagree,"Its like you have to be a promt master to get what you want from ChatGPT like some times when you ask it 2+2 is 4 he will say yes, then if you promt it that no its wrong sometimes it agrees with you saying 2+2 = 4 is wrong.",Strongly agree,Strongly Agree,Agree,"Anything I want to learn, I just go to ChatGPT and give it a prompt to explain the topic in a simple manner, which wasn't possible before. Now, you can get the specific information you need instead of watching a tutorial that covers a thousand other things as well. Please note that GPT won't always solve your queries; sometimes you have to research from other sources as well. The same goes for learning.",Yes it has.
27/09/2024 05:21:42,23,Female,Graduated,Software Engineering,No,Daily,"Research, General knowledge",1-3 hours,Agree,Agree,Strongly agree,Many,Neutral,Strongly agree,Agree,Many,Neutral,Agree,Agree,In less time more content,It makes performance good
27/09/2024 06:09:36,21,Female,Undergraduated,Computer Science,Yes,Weekly,Homework assistance,1-3 hours,Neutral,Disagree,Disagree,,Disagree,Disagree,Agree,,Disagree,Disagree,Neutral,,
27/09/2024 06:49:43,22,Male,High school,Computer Science,Yes,Daily,"Writing, Homework assistance, General knowledge",1-3 hours,Agree,Disagree,Agree,,Agree,Strongly agree,Disagree,,Agree,Agree,Disagree,,
27/09/2024 07:00:57,19,Female,Undergraduated,Computer Science,Yes,Daily,"Research, Homework assistance",1-3 hours,Agree,Strongly agree,Agree,More efficient answers and a better understanding and clearance of concepts,Agree,Agree,Agree,After too much reliance its hard to write any thing yourself,Agree,Agree,Agree,Things became more clear,It really helped
27/09/2024 07:58:27,19,Female,High school,Software Engineering,Yes,Weekly,Writing,Less than 1 hour,Agree,Agree,Strongly agree,Clear more concepts.,Agree,Strongly agree,Neutral,,Strongly agree,Strongly Agree,Agree,,
27/09/2024 08:03:40,21,Male,Undergraduated,Mechanical Engineering,Yes,Monthly,"Research, Writing, Homework assistance, General knowledge",Less than 1 hour,Agree,Agree,Agree,Easy and efficient way to understand or solve problems ,Neutral,Neutral,Neutral,,Agree,Neutral,Neutral,,
27/09/2024 08:17:40,29,Male,Graduated,Software Engineering,No,Weekly,"Research, Writing, Homework assistance, General knowledge, Other",1-3 hours,Agree,Agree,Agree,,Neutral,Neutral,Agree,,Neutral,Agree,Neutral,,
27/09/2024 08:20:41,20,Male,Undergraduated,Computer Science,Yes,Monthly,"Research, Writing, Homework assistance",Less than 1 hour,Agree,Agree,Agree,,Disagree,Agree,Agree,,Neutral,Neutral,Disagree,Chatgpt gives somewhat personalized answers to my queries so I mostly use it for when a normal browser search doesn't give me an answer,
27/09/2024 08:24:32,20,Female,Undergraduated,Computer Science,Yes,Daily,"Research, Writing, Homework assistance, General knowledge",4-6 hours,Agree,Agree,Strongly agree,Clearing concepts ,Neutral,Agree,Neutral,"Nothing particular, mostly it is helpful when used positively for learning purpose ",Agree,Agree,Agree,Concept oriented study,By clearing concepts 
27/09/2024 09:10:57,20,Male,Undergraduated,Computer Science,Yes,Weekly,Research,Less than 1 hour,Agree,Agree,Agree,.,Disagree,Agree,Neutral,.,Agree,Agree,Neutral,.,.
27/09/2024 09:44:09,19,Male,Undergraduated,Computer Science,Yes,Rarely,Research,Less than 1 hour,Agree,Agree,Agree,,Neutral,Strongly agree,Agree,,Agree,Agree,Agree,,
27/09/2024 09:50:42,19,Male,Undergraduated,Computer Science,Yes,Daily,"Research, Writing, Homework assistance, General knowledge, Other",7 hours or more,Strongly agree,Strongly agree,Strongly agree,Assignments kardeta hai bhai im relaxed ,Strongly,Strongly Disagree,Strongly disagree,No,Neutral,Strongly Agree,Agree,No,No
27/09/2024 09:51:10,19,Male,Undergraduated,Computer Science,Yes,Rarely,Research,Less than 1 hour,Agree,Agree,Agree,Made daily life tasks easy,Neutral,Agree,Disagree,None,Neutral,Neutral,Neutral,None,Reliable method
27/09/2024 09:52:52,19,Male,Undergraduated,Computer Science,Yes,Weekly,"Research, Writing, Homework assistance, General knowledge, Other",Less than 1 hour,Strongly agree,Strongly agree,Neutral,It made our life somehow easier by helping us completing the daunting and lengthy task in minutes.,Agree,Agree,Neutral,None faces till yet,Strongly agree,Agree,Agree,Made it alot easier ,Yes
27/09/2024 09:53:59,19,Male,Undergraduated,Computer Science,Yes,Daily,"Research, General knowledge",1-3 hours,Strongly agree,Strongly agree,Strongly agree,See it just like a calculator. As just like Calculator ease our work chatgpt too it just like umbrella which have all data inside it ,Neutral,Disagree,Agree,I don't think so there is any drawback yep.,Agree,Neutral,Neutral,Not enough ,Quite alot
27/09/2024 09:57:09,19,Male,Undergraduated,Computer Science,Yes,Weekly,"Research, Writing, Homework assistance, General knowledge, Other",1-3 hours,Strongly agree,Strongly agree,Strongly agree,Writing complex assignments has became easier ,Neutral,Neutral,Neutral,Scams are increasing due to Ai,Strongly agree,Strongly Agree,Agree,Understandung concepts have become easier ,It had a very positive impact on the way i study and it helped me in improving my grades a lot 
27/09/2024 09:59:51,19,Male,Undergraduated,Computer Science,Yes,Daily,"Research, Writing, Homework assistance, General knowledge, Other",1-3 hours,Strongly agree,Agree,Agree,Knowledge ,Neutral,Agree,Neutral,Less effort ,Agree,Agree,Agree,Understand things to the point and gaining knowledge,It has made it easier to study concepts and has deeper insight of the concept I learn so benefits me a lot
27/09/2024 10:00:20,21,Male,High school,Computer Science,Yes,Daily,"Research, Homework assistance",1-3 hours,Agree,Agree,Agree,Theoratical Assignments,Disagree,Agree,Disagree,Lack Of Research,Agree,Agree,Agree,nothing ,Yes
27/09/2024 10:01:54,20,Male,High school,Computer Science,Yes,Weekly,General knowledge,Less than 1 hour,Agree,Agree,Agree,Information easily accessible ,Disagree,Agree,Disagree,Not yet,Agree,Agree,Neutral,Studying became easy.and finding data is easy,It made performance better and learning easy
27/09/2024 10:11:36,20,Male,Undergraduated,Software Engineering,Yes,Rarely,"Research, Other",Less than 1 hour,Agree,Agree,Agree,,Agree,Agree,Agree,,Agree,Agree,Agree,Agree,Neutral
27/09/2024 10:23:18,21,Female,Undergraduated,Computer Science,Yes,Weekly,"Writing, Homework assistance",Less than 1 hour,Agree,Agree,Agree,,Neutral,Neutral,Agree,,Neutral,Disagree,Agree,,
27/09/2024 10:29:26,19,Male,High school,Computer Science,No,Daily,Homework assistance,1-3 hours,Strongly agree,Strongly agree,Strongly agree,,Agree,Neutral,Agree,,Strongly agree,Strongly Agree,Agree,,
27/09/2024 10:30:49,20,Prefer not to say,Undergraduated,Computer Science,Yes,Daily,"Research, General knowledge",1-3 hours,Strongly agree,Neutral,Agree,Large amount of time saved. That would be spent researching.,Neutral,Disagree,Disagree,"None, really. ",Disagree,Strongly disagree,Disagree,Nothing significant,A little positively.
27/09/2024 10:35:18,20,Male,Undergraduated,Computer Science,Yes,Daily,"Research, General knowledge",4-6 hours,Strongly agree,Agree,Neutral,,Disagree,Neutral,Strongly disagree,Less critical thinking abilities ,Neutral,Neutral,Agree,Relying on chatgpt ,
27/09/2024 10:58:29,19,Male,Undergraduated,Computer Science,Yes,Daily,"Research, General knowledge, Other",1-3 hours,Strongly agree,Agree,Agree,General knowledge ,Agree,Agree,Neutral,None ,Strongly agree,Agree,Neutral,None ,Bettered it
27/09/2024 11:04:43,20,Male,Undergraduated,Computer Science,No,Daily,Writing,Less than 1 hour,Agree,Agree,Agree,,Neutral,Agree,Neutral,,Neutral,Neutral,Agree,Use gpt too much,Good way
27/09/2024 11:10:04,20,Male,Undergraduated,Computer Science,Yes,Daily,Homework assistance,1-3 hours,Agree,Neutral,Agree,Time efficiency ,Strongly,Agree,Agree,Death of critical thinking ,Strongly agree,Strongly disagree,Agree,,
27/09/2024 11:26:10,18,Male,High school,Computer Science,Yes,Weekly,"Research, Homework assistance, General knowledge",Less than 1 hour,Agree,Neutral,Neutral,Many,Agree,Agree,Agree,More reliant ,Agree,Neutral,Agree,Not at all,Yes
27/09/2024 11:33:30,23,Male,Undergraduated,Computer Science,Yes,Weekly,"Research, Homework assistance",Less than 1 hour,Agree,Neutral,Neutral,Probably not searching on alot of websites for better results,Neutral,Neutral,Neutral,Sometimes provide irrelevant information about topics ,Neutral,Disagree,Disagree,Nothing special,Yes kind of
27/09/2024 11:56:51,25,Male,Undergraduated,Mechanical Engineering,Yes,Daily,"Research, Writing, Homework assistance, General knowledge",Less than 1 hour,Agree,Disagree,Strongly agree,,Agree,Disagree,Agree,,Agree,Disagree,Agree,,
27/09/2024 11:57:37,21,Male,Undergraduated,Computer Science,Yes,Weekly,"Research, Writing, Homework assistance, General knowledge",1-3 hours,Agree,Agree,Agree,Very helpful ,Agree,Agree,Agree,Limit of searching ,Agree,Agree,Agree,Nothing ,It help me alot to make my assignments
27/09/2024 12:22:48,20,Male,Undergraduated,Computer Science,Yes,Weekly,"Research, Writing, Homework assistance",Less than 1 hour,Strongly agree,Strongly agree,Strongly agree,You can earn money from it,Neutral,Agree,Disagree,None,Agree,Disagree,Agree,,
27/09/2024 12:37:47,20,Male,Graduated,Mechanical Engineering,Yes,Weekly,Research,Less than 1 hour,Strongly agree,Strongly agree,Strongly agree,alot of things i researched and i get 100% information ,Agree,Neutral,Agree,Nothing to say because it always give benefits of using them.,Strongly agree,Strongly Agree,Neutral,Improvements of skills,yes
27/09/2024 12:48:12,22,Male,Undergraduated,Software Engineering,Yes,Daily,Research,7 hours or more,Neutral,Agree,Agree,Decrease the search time in compare of Google search ,Agree,Neutral,Neutral,Drawback is that extra dependency ,Disagree,Agree,Agree,Nil,No
27/09/2024 12:50:42,18,Male,Undergraduated,Computer Science,Yes,Daily,Homework assistance,Less than 1 hour,Strongly agree,Agree,Agree,Nothing important,Neutral,Disagree,Disagree,I'm totally relay on this,Neutral,Neutral,Agree,Every time I think that this task is done through chatgpt,
27/09/2024 13:37:24,23,Male,Undergraduated,Electrical Engineering,Yes,Daily,"Research, Writing, Homework assistance, General knowledge",1-3 hours,Neutral,Strongly agree,Strongly agree,Ek acha dost hai mera,Strongly,Strongly agree,Strongly agree,Nice,Strongly agree,Strongly Agree,Agree,Good,Good
27/09/2024 13:37:33,23,Male,Undergraduated,Electrical Engineering,Yes,Daily,Research,Less than 1 hour,Agree,Strongly agree,Strongly agree,Great,Strongly,Strongly agree,Neutral,,Strongly agree,Agree,Agree,,
27/09/2024 13:37:48,22,Male,Undergraduated,Electrical Engineering,Yes,Daily,"Homework assistance, General knowledge",Less than 1 hour,Disagree,Disagree,Strongly agree,,Disagree,Strongly agree,Agree,,Disagree,Disagree,Agree,I can learn much faster,
27/09/2024 13:38:38,18,Female,Undergraduated,Computer Science,Yes,Daily,Research,4-6 hours,Strongly agree,Agree,Agree,Easy understanding,Strongly,Agree,Disagree,,Disagree,Disagree,Neutral,Fast searching ,Yes
27/09/2024 13:41:12,21,Male,Undergraduated,Software Engineering,Yes,Daily,Homework assistance,4-6 hours,Strongly agree,Agree,Agree,It helps us to write codes and remove errors from codes and help us to make our documents,Agree,Agree,Agree,F,Agree,Neutral,Agree,It translate complex notes to easy words ,It help to make assignments and also help us to find answers of queries which i didn’t find from other helping material
27/09/2024 13:41:14,20,Male,Undergraduated,Computer Science,Yes,Monthly,"Homework assistance, General knowledge",Less than 1 hour,Agree,Agree,Agree,Summarizes long sentences,Neutral,Agree,Neutral,Make you Lazy,Agree,Agree,Agree,It makes things easier to under stand,Making assignments etc
27/09/2024 13:41:28,20,Male,Undergraduated,Electrical Engineering,Yes,Weekly,Research,Less than 1 hour,Agree,Agree,Agree,Fyp ki presentation 10 mint m bn jati hy,Agree,Agree,Agree,Yes,Agree,Disagree,Disagree,?,?
27/09/2024 13:41:37,18,Female,Undergraduated,Computer Science,Yes,Weekly,"Writing, Homework assistance",Less than 1 hour,Neutral,Agree,Agree,,Neutral,Agree,Neutral,,Disagree,Neutral,Agree,Learned more efficiently ,Yes
27/09/2024 13:41:55,18,Female,Undergraduated,Computer Science,No,Daily,"Research, Writing, Homework assistance",1-3 hours,Strongly agree,Strongly agree,Strongly agree,Dressing sense,Neutral,Neutral,Disagree,Nothing ,Strongly agree,Strongly Agree,Agree,Increased,Yes
27/09/2024 13:47:27,22,Male,High school,Other,Yes,Daily,"Research, Writing",1-3 hours,Strongly agree,Agree,Strongly agree,time saving,Agree,Strongly agree,Agree,,Neutral,Agree,Agree,,I can spend less time understanding the concepts. 
27/09/2024 13:49:18,23,Male,Graduated,Mechanical Engineering,Yes,Daily,Research,7 hours or more,Strongly agree,Strongly agree,Agree,In learning ,Agree,Strongly agree,Strongly agree,Plagiarism etc,Agree,Agree,Agree,Thinking skills ,Help me in my undergrade studies
27/09/2024 13:49:35,21,Male,Undergraduated,Mechanical Engineering,Yes,Rarely,"Research, Writing, Homework assistance",Less than 1 hour,Strongly agree,Neutral,Agree,Help in many issues ,Disagree,Agree,Agree,It helps but also ,Agree,Disagree,Agree,No,In good way
27/09/2024 13:51:12,21,Female,Undergraduated,Business and Finance,Yes,Daily,"Research, Writing, Homework assistance, General knowledge",Less than 1 hour,Strongly agree,Strongly agree,Agree,Educational excellence and many more like general knowledge etc,Agree,Strongly agree,Agree,We completely rely on the information bcz sometimes it is not correct,Agree,Strongly Agree,Agree,Knowledge and learning skills improved alot and communication skills,Much better than before
27/09/2024 13:51:13,30,Male,Graduated,Science and Technology,No,Rarely,Other,Less than 1 hour,Strongly agree,Neutral,Neutral,,Neutral,Neutral,Neutral,,Neutral,Neutral,Neutral,,
27/09/2024 13:55:12,20,Male,Undergraduated,Computer Science,Yes,Daily,Homework assistance,Less than 1 hour,Agree,Agree,Agree,Precise answering,Agree,Strongly agree,Agree,We have less interest in depth thinking,Strongly agree,Agree,Agree,Learning become easier,Most of our assignments are done by using AI tools
27/09/2024 13:56:08,19,Male,Undergraduated,Computer Science,Yes,Daily,"Research, Writing, Homework assistance, General knowledge, Other",Less than 1 hour,Strongly agree,Agree,Strongly agree,Using Chat GPT I learnt Assignments and the complex topics which were difficult to understand ,Neutral,Agree,Disagree,,Agree,Disagree,Disagree,I Learnt a lot ,
27/09/2024 13:58:43,20,Male,Undergraduated,Software Engineering,Yes,Weekly,"Research, General knowledge",1-3 hours,Agree,Neutral,Agree,Solving quiz,Agree,Strongly agree,Agree,Nothing ,Agree,Agree,Agree,Nothing ,Yes
27/09/2024 14:00:38,20,Male,Undergraduated,Software Engineering,No,Rarely,"Research, Homework assistance",Less than 1 hour,Neutral,Neutral,Neutral,Knowledge gain,Agree,Disagree,Agree,Lack of hard work,Agree,Neutral,Agree,It provides correct info for multiple tasks,Great help has done 
27/09/2024 14:03:50,20,Male,Undergraduated,Other,No,Daily,Homework assistance,Less than 1 hour,Agree,Neutral,Agree,,Disagree,Neutral,Agree,,Disagree,Disagree,Disagree,,
27/09/2024 14:04:43,20,Male,Undergraduated,Computer Science,Yes,Daily,Homework assistance,1-3 hours,Strongly agree,Agree,Agree,Nice experience,Neutral,Disagree,Disagree,,Agree,Neutral,Agree,,
27/09/2024 14:05:04,21,Male,Undergraduated,Software Engineering,Yes,Weekly,"Research, Writing",Less than 1 hour,Strongly agree,Disagree,Agree,ㅤ ,Agree,Strongly agree,Agree,,Agree,Agree,Agree,,
27/09/2024 14:06:04,18,Female,Undergraduated,Computer Science,Yes,Weekly,Homework assistance,1-3 hours,Agree,Disagree,Agree,,Strongly,Agree,Neutral,,Agree,Disagree,Agree,,
27/09/2024 14:06:16,20,Male,Undergraduated,Computer Science,Yes,Daily,"Research, Writing, Homework assistance, General knowledge",4-6 hours,Strongly agree,Agree,Neutral,,Disagree,Agree,Agree,,Strongly agree,Agree,Agree,,
27/09/2024 14:06:51,19,Male,High school,Mechanical Engineering,Yes,Monthly,Homework assistance,Less than 1 hour,Neutral,Agree,Agree,,Disagree,Neutral,Disagree,,Strongly agree,Disagree,Disagree,It made concentrating somewhat easier.,Improved how i utilise my time with assignments and quizzes.
27/09/2024 14:07:36,19,Male,Undergraduated,Other,Yes,Rarely,"Research, Homework assistance",Less than 1 hour,Strongly agree,Agree,Agree,,Agree,Neutral,Neutral,,Agree,Neutral,Agree,,
27/09/2024 14:07:49,20,Male,Undergraduated,Software Engineering,Yes,Weekly,Research,1-3 hours,Neutral,Agree,Strongly agree,,Neutral,Agree,Agree,,Agree,Strongly Agree,Agree,,
27/09/2024 14:08:40,19,Male,Undergraduated,Software Engineering,Yes,Monthly,Other,Less than 1 hour,Agree,Neutral,Agree,Making complex tanks easy,Disagree,Disagree,Neutral,Sometimes it gives wrong answers ,Neutral,Disagree,Disagree,Increasing critical thinking ,Neutral
27/09/2024 14:08:54,19,Male,Undergraduated,Computer Science,Yes,Daily,"Research, Writing, Homework assistance, General knowledge, Other",1-3 hours,Neutral,Neutral,Agree,assignment bana deti hai achi tarhaan,Disagree,Strongly agree,Neutral,file read ni krti and youtube videos khud Access ni krti ,Neutral,Neutral,Agree,nothing ,yes
27/09/2024 14:11:21,19,Female,Undergraduated,Other,Yes,Rarely,Homework assistance,Less than 1 hour,Agree,Agree,Strongly agree,It just help me in my Home assignments,Neutral,Agree,Disagree,Yet I have none,Agree,Agree,Neutral,Nothing special ,In many aspects 
27/09/2024 14:13:31,19,Female,Undergraduated,Software Engineering,Yes,Weekly,Research,Less than 1 hour,Neutral,Agree,Strongly agree,,Neutral,Agree,Agree,,Agree,Agree,Neutral,,
27/09/2024 14:15:06,20,Female,Undergraduated,Software Engineering,Yes,Daily,Research,7 hours or more,Agree,Agree,Agree,increased knowledge,Disagree,Disagree,Agree,effected creativity,Agree,Agree,Agree,Increased knowledge,Yes
27/09/2024 14:15:30,22,Female,Undergraduated,Software Engineering,Yes,Weekly,Research,1-3 hours,Strongly agree,Agree,Strongly agree,Improved knowledge ,Neutral,Agree,Agree,Sometimes give wrong responses ,Strongly agree,Strongly Agree,Agree,Improved,Very strongly 
27/09/2024 14:17:24,19,Female,Undergraduated,Computer Science,Yes,Daily,Research,Less than 1 hour,Agree,Agree,Agree,I often use it to comprehend a large text.,Disagree,Disagree,Neutral,"After starting using chat gpt ,I do not oftenly read articles ,which I use to read for any search project before chat GPT ",Agree,Neutral,Neutral,Less research and less reading ,It has improved the quality of my written assignments .
27/09/2024 14:21:30,24,Male,Undergraduated,Electrical Engineering,Yes,Weekly,Homework assistance,1-3 hours,Agree,Agree,Agree,Yes,Strongly,Agree,Agree,Yes,Agree,Neutral,Neutral,Yes,Yes
27/09/2024 14:24:10,20,Male,Undergraduated,Computer Science,Yes,Weekly,"Research, Writing, Homework assistance",1-3 hours,Agree,Agree,Neutral,Faster and Efficient implementation of my thoughts ,Agree,Agree,Disagree,Without understanding implementation of things,Disagree,Disagree,Agree,,It helped me giving new ideas of implementation of same thing using different logics
27/09/2024 14:26:28,18,Female,Undergraduated,Software Engineering,Yes,Daily,Homework assistance,Less than 1 hour,Agree,Neutral,Agree,,Agree,Agree,Agree,,Agree,Agree,Agree,Nothing,Yes
27/09/2024 14:30:18,19,Female,Undergraduated,Software Engineering,Yes,Rarely,General knowledge,Less than 1 hour,Neutral,Strongly Disagree,Neutral,Nothing ,Neutral,Neutral,Neutral,Nothing ,Agree,Neutral,Neutral,Nothing ,Less influenced in study 
27/09/2024 14:34:31,24,Male,Graduated,Science and Technology,No,Rarely,Research,Less than 1 hour,Agree,Agree,Disagree,Quick and perfect information ,Neutral,Agree,Neutral,Not yet,Neutral,Agree,Neutral,Nothing ,Not yet
27/09/2024 14:40:05,21,Male,Undergraduated,Computer Science,Yes,Daily,"Research, Homework assistance, General knowledge",1-3 hours,Strongly agree,Agree,Agree,Problem solving,Agree,Strongly agree,Agree,I don’t try enough to solve any problem,Neutral,Neutral,Agree,Logic buidling has suffered,The impact has been good 
27/09/2024 14:51:04,25,Female,Graduated,Arts and Humanities,Yes,Daily,Other,Less than 1 hour,Agree,Neutral,Agree,Chat gpt best way of the solving any problems ,Agree,Agree,Agree,best,Neutral,Neutral,Neutral,"3. Self-directed learning: Many now prefer to learn at their own pace, using free resources.","Quick Access to Information: ChatGPT offers instant explanations for complex topics, helping students better understand subjects in real time."
27/09/2024 14:55:27,24,Female,Graduated,Other,Yes,Rarely,"Homework assistance, Other",Less than 1 hour,Agree,Agree,Agree,,Neutral,Agree,Agree,,Agree,Disagree,Agree,,
27/09/2024 14:57:54,27,Female,Undergraduated,Arts and Humanities,No,Daily,Writing,Less than 1 hour,Strongly agree,Strongly agree,Strongly agree,,Strongly,Strongly agree,Strongly agree,It's good experience ,Strongly agree,Strongly Agree,Agree,I need more explanation ,Yes
27/09/2024 15:12:57,20,Prefer not to say,Undergraduated,Business and Accounting,Yes,Weekly,Writing,Less than 1 hour,Strongly disagree,Disagree,Strongly disagree,Useful when used as a start for own idea creation,Strongly disagree,Strongly agree,Strongly disagree,"It stops the learning process, it increases workload, it's bad for job-seeking people, it's bad for the environment, it hallucinates a lot",Strongly disagree,Strongly disagree,Disagree,,
27/09/2024 15:21:50,31,Male,Undergraduated,Computer Science,Yes,Rarely,Writing,Less than 1 hour,Agree,Agree,Agree,Less time more work ,Neutral,Disagree,Disagree,No new idea from human being,Neutral,Agree,Agree,Fast answering,Tasks performed quickly 
27/09/2024 15:22:20,23,Male,Undergraduated,Other,Yes,Daily,Research,4-6 hours,Strongly agree,Strongly agree,Strongly agree,AI tools works as a friendly ,Strongly,Strongly agree,Strongly agree,,Strongly agree,Strongly Agree,Agree,,
27/09/2024 15:23:47,19,Female,Undergraduated,Other,Yes,Daily,Writing,4-6 hours,Agree,Agree,Agree,,Agree,Agree,Agree,,Agree,Agree,Agree,,
27/09/2024 15:24:53,20,Male,Undergraduated,Computer Science,Yes,Daily,Research,1-3 hours,Strongly agree,Strongly agree,Agree,,Strongly,Agree,Agree,,Agree,Strongly Agree,Neutral,,
27/09/2024 15:24:56,21,Male,Undergraduated,Business and Accounting,Yes,Daily,"Research, Writing, Homework assistance, General knowledge",1-3 hours,Strongly agree,Strongly agree,Strongly agree,,Neutral,Disagree,Disagree,Nothing ,Strongly agree,Agree,Neutral,Nothing,Yes me become good
27/09/2024 15:25:48,21,Female,Undergraduated,Agriculture,Yes,Monthly,Homework assistance,1-3 hours,Strongly agree,Strongly agree,Strongly agree,,Strongly,Strongly agree,Neutral,,Strongly agree,Neutral,Agree,,
27/09/2024 15:27:27,22,Male,Undergraduated,Electrical Engineering,Yes,Rarely,General knowledge,Less than 1 hour,Strongly agree,Agree,Agree,,Strongly,Strongly agree,Neutral,,Neutral,Agree,Agree,,
27/09/2024 15:28:34,23,Male,Graduated,Science and Technology,Yes,Daily,"Writing, Homework assistance",1-3 hours,Agree,Agree,Strongly agree,,Strongly,Strongly agree,Strongly agree,,Agree,Strongly Agree,Agree,,
27/09/2024 15:29:27,17,Female,High school,Other,Yes,Daily,"Research, Homework assistance",Less than 1 hour,Strongly agree,Strongly agree,Strongly agree,,Strongly,Strongly agree,Agree,,Agree,Agree,Agree,,
27/09/2024 15:29:30,23,Male,Undergraduated,Business and Finance,Yes,Daily,"Research, Homework assistance, General knowledge",1-3 hours,Strongly agree,Agree,Agree,chatgpt is efficient ,Neutral,Agree,Agree,i'm totally depends on chatgpt,Agree,Neutral,Agree,,
27/09/2024 15:30:18,27,Female,Graduated,Computer Science,Yes,Monthly,Research,1-3 hours,Strongly agree,Strongly agree,Strongly agree,,Strongly,Strongly agree,Strongly agree,,Strongly agree,Strongly Agree,Agree,,
27/09/2024 15:31:57,27,Female,Graduated,Computer Science,Yes,Weekly,"Research, Homework assistance, Other",1-3 hours,Agree,Agree,Disagree,Time effieciency,Neutral,Agree,Neutral,,Neutral,Agree,Neutral,,
27/09/2024 15:34:06,21,Male,Undergraduated,Computer Science,Yes,Daily,"Homework assistance, General knowledge",1-3 hours,Agree,Neutral,Agree,Helpful we don't have to perform detailed browsing on some topic gpt gives that response in couple of second ,Agree,Agree,Agree,.,Agree,Agree,Agree,"Everything has some pros and cons coding skills enhanced , detailed information on a specific topic",No
27/09/2024 15:35:38,21,Male,High school,Medical Science,Yes,Daily,"Research, Homework assistance, Other",1-3 hours,Agree,Agree,Agree,g kia matlab,Strongly,Strongly agree,Agree,less learning,Strongly disagree,Disagree,Neutral,help me to get notes,i dont think so
27/09/2024 15:38:11,20,Female,Undergraduated,Arts and Humanities,Yes,Weekly,"Research, General knowledge",1-3 hours,Strongly agree,Neutral,Agree,chatgpt well researcher,Neutral,Agree,Agree,sometimes cannot understand my prompt,Agree,Neutral,Agree,every time i think that topic is needed to be searched on AI tools,
27/09/2024 15:40:04,31,Female,Graduated,Medical Science,Yes,Rarely,"Research, General knowledge, Other",1-3 hours,Neutral,Neutral,Strongly agree,,Strongly disagree,Agree,Neutral,,Neutral,Agree,Agree,,
27/09/2024 15:45:03,24,Female,Undergraduated,Arts and Humanities,Yes,Daily,Research,Less than 1 hour,Strongly agree,Strongly agree,Strongly agree,Yes its good for study,Strongly,Strongly agree,Strongly agree,No,Strongly agree,Strongly Agree,Agree,Need more information ,Yes
